PWMFlankingScore,Label
-16471.35448250997,0
-14989.937631625724,0
-16011.961025335218,0
-16893.890902633364,0
-14674.052115304185,0
-16766.085792519352,0
-16036.156708104028,1
-14869.359964261535,0
-15520.987972501063,1
-15542.924365885498,0
-16414.176679668253,1
-17699.387996533067,0
-17162.129370639803,1
-17525.99919559012,0
-15364.563976336343,0
-17073.446062225456,0
-17313.031273630368,0
-16130.792832312942,0
-17267.893463674238,1
-16958.414425559684,0
-16689.777339596516,0
-18173.998145806956,0
-17393.248087696677,1
-16229.532551761027,0
-14303.368748034954,0
-14305.015932294311,0
-15502.542153441289,0
-14964.604922022165,0
-16119.21542559476,0
-16037.47141782902,0
-16205.45480355115,0
-15795.427332373762,0
-16580.519748283798,0
-15302.535771387771,0
-15830.675011318715,0
-15896.10332334312,1
-17566.778234170743,1
-14860.642729806244,0
-14901.55349317698,0
-16007.239023618224,1
-16017.644481885387,1
-14860.07541733984,0
-14936.150400544067,0
-16405.005623933077,0
-14175.849747046996,0
-15117.697577356434,0
-14375.168232738162,0
-15027.227317963623,0
-16014.942451533772,0
-16187.525343161096,0
-14786.723719646543,0
-13844.14970694208,0
-17314.199054884954,1
-15869.8340602841,0
-14440.010315614234,0
-14404.437849173739,0
-15705.51277693673,0
-14948.149520529956,1
-14484.328500595264,0
-15515.230056994844,0
-15421.994979563562,0
-13767.26100545765,1
-16041.81053193803,0
-14828.288534591924,0
-16564.860925232533,0
-14283.984983760607,0
-14511.950908236595,0
-14957.86035000569,0
-17219.23436969997,0
-16592.29691923748,1
-17461.35521816545,0
-17083.314664405625,0
-14976.495212634447,1
-15420.917663105423,0
-15185.910554616423,1
-16360.29122372585,0
-15605.986644434517,0
-16300.150062205186,0
-15680.291384226859,0
-16127.329777668356,0
-15280.616273909085,0
-15147.416739842967,0
-15457.505021327494,0
-14825.02335758582,0
-15390.133524684754,0
-14926.611537822606,0
-17165.356029295748,0
-16198.563899312014,0
-15867.660622222491,0
-14881.980411100358,0
-16181.542450791074,0
-15588.845232841246,0
-15818.121860300691,0
-16169.666572665437,0
-18015.13203804713,0
-16541.158380713016,0
-16408.549469835554,0
-18525.54314667881,0
-17909.527800920285,0
-16107.107047049429,0
-17344.12565966436,0
-17154.04587647394,0
-18158.243195098097,0
-15851.33192181601,0
-16866.058039610176,1
-16996.368551877957,0
-15873.665492451633,0
-16687.801689545126,0
-16625.392964451108,0
-16687.13053960115,1
-16028.23862955035,0
-17678.768452963774,0
-15880.456167703616,0
-17089.3959627156,0
-16546.61986357512,0
-15574.746728520175,0
-14982.697133741996,0
-14619.594970091404,1
-17264.60986001545,0
-19560.50682196871,0
-17187.987722329697,0
-15607.64629170601,1
-15307.041632911152,0
-16669.25315623408,0
-14884.642852476594,1
-14948.923364906876,0
-15554.956758834242,0
-16967.81555443533,1
-16419.221005486248,0
-15182.456295745184,0
-13874.51984285417,1
-15734.676071415506,0
-14880.049347964276,0
-16640.313275226305,1
-14769.302633201123,0
-16204.569965509463,0
-15242.139698904735,1
-15802.747536027126,0
-15785.907709387095,0
-16393.339305903883,0
-18829.788229413483,1
-15520.307771981108,0
-16272.792248905924,0
-17669.507179747172,0
-17744.386974619898,1
-16297.847670575904,0
-15709.528966171129,0
-17061.7357778325,1
-17193.373701656426,1
-17778.23758025378,0
-16855.32126073189,0
-15553.144447444378,1
-15211.138030468228,0
-17130.023618428437,0
-15823.101192260016,0
-15255.553263435822,0
-15516.299858882996,0
-15490.849387675933,0
-15533.383875013984,0
-16631.438233827703,0
-15575.913695065288,0
-12789.078754065344,0
-15479.596789947444,0
-14845.648611871298,0
-14187.449010991037,0
-16348.650994089614,0
-14899.056019342122,0
-16073.122956501078,1
-14989.081141325174,0
-15683.268732429493,0
-14876.644392397631,1
-17148.33119529443,0
-13809.799997440487,0
-16362.094518989714,1
-17039.777414727127,0
-14060.831081418535,0
-14859.719385519411,0
-16141.128291934703,0
-16471.35448250997,0
-14989.937631625724,0
-14674.052115304185,1
-15542.924365885498,0
-13563.629941718784,0
-17181.41559530991,1
-17525.99919559012,0
-18880.867549142662,0
-15487.476131072895,0
-17073.446062225456,0
-17313.031273630368,0
-17563.39778193828,0
-15068.160065633225,1
-14303.368748034954,0
-15855.533727618807,1
-15498.111078567183,0
-15465.096909933092,0
-16090.170400139512,0
-14964.604922022165,0
-15494.98354872306,0
-16037.47141782902,0
-15896.10332334312,1
-14047.91033156587,0
-14860.642729806244,0
-14901.55349317698,1
-14860.07541733984,0
-14936.150400544067,0
-15986.611431797015,0
-14175.849747046996,0
-15198.941105321692,0
-14375.168232738162,0
-14758.922358272717,0
-17558.84495636638,1
-16187.525343161096,1
-15271.686510628459,1
-16660.827338746167,0
-16396.049548416642,0
-16239.904962948769,0
-16161.124734234278,1
-15421.994979563562,0
-13767.26100545765,0
-16681.849324705752,0
-16041.81053193803,0
-16196.073242532593,0
-15197.953939760397,1
-16564.860925232533,1
-14511.950908236595,1
-16708.190412675824,0
-14989.397518477144,0
-17083.314664405625,0
-16534.08426285926,0
-15280.616273909085,0
-16860.54114848639,0
-15926.280186797085,0
-14557.306665827606,0
-14825.02335758582,0
-15355.777345930139,0
-14926.611537822606,0
-16512.22717694941,1
-16233.84879110757,1
-15883.759006519618,0
-16116.947927677254,0
-16169.666572665437,0
-16462.135476295043,0
-16541.158380713016,0
-16408.549469835554,1
-16970.999542730533,1
-16107.107047049429,0
-17635.863839127065,0
-18158.243195098097,0
-16866.058039610176,1
-16996.368551877957,0
-16916.900050220287,0
-16687.13053960115,1
-16028.23862955035,0
-14557.004034282729,0
-16707.590688882567,1
-15229.918515864701,0
-16306.62690984035,1
-15574.746728520175,0
-16506.939574281827,0
-14619.594970091404,1
-19560.50682196871,1
-16235.617646881965,0
-15607.64629170601,0
-16291.634867760004,0
-16669.25315623408,0
-16901.16913590779,1
-15574.85975258715,1
-16030.37702023101,0
-15554.956758834242,0
-16639.53167645983,1
-15788.71022688923,0
-16205.757442911192,0
-15644.984529676556,0
-15182.456295745184,0
-13874.51984285417,1
-14880.049347964276,0
-16297.694509828856,1
-16640.313275226305,1
-16204.569965509463,0
-15802.747536027126,0
-16272.792248905924,0
-15874.272829818075,1
-17669.507179747172,0
-16447.46646450184,0
-15964.402108423654,1
-18331.532644508603,1
-16995.407758146128,0
-17589.727888670106,1
-17778.23758025378,0
-16855.32126073189,0
-15211.138030468228,0
-15569.014542296187,1
-16645.486805142908,1
-15823.101192260016,0
-15116.419249252744,0
-16218.71475230716,1
-15798.267671441972,0
-15462.723664702127,1
-16436.37315232297,0
-15878.086375491439,1
-16259.604026151634,0
-17066.19489331749,0
-14899.056019342122,0
-15381.12188787297,0
-14019.278601531496,0
-15181.889243187175,1
-15683.268732429493,0
-15408.127718755159,0
-14876.644392397631,1
-15277.124856119424,1
-16362.094518989714,0
-17039.777414727127,1
-14060.831081418535,0
-14859.719385519411,0
-14674.052115304185,0
-13563.629941718784,0
-16427.399741509842,1
-17525.99919559012,0
-16381.883891774061,0
-18880.867549142662,0
-15487.476131072895,0
-17073.446062225456,0
-17313.031273630368,0
-17419.85256303458,0
-17680.40610553237,0
-17563.39778193828,0
-16229.532551761027,0
-15251.972615901388,0
-15855.533727618807,1
-17938.725583345375,0
-14305.015932294311,0
-16090.170400139512,0
-14964.604922022165,1
-16338.672073675287,0
-17383.95059669756,0
-16153.21868537128,0
-18579.591553247377,0
-15896.10332334312,1
-15188.107138934063,0
-14782.27901332054,0
-15283.56489580719,1
-14860.642729806244,0
-14901.55349317698,0
-16017.644481885387,0
-15387.334918597453,0
-14758.922358272717,0
-15714.2368235617,0
-15609.417962899304,0
-15171.849678986971,0
-16122.42028405629,0
-15239.166760518438,0
-15271.686510628459,0
-12205.346729348334,0
-16797.652405743673,0
-16315.318689877933,1
-16161.124734234278,0
-15515.230056994844,0
-16702.087605079014,0
-16041.81053193803,0
-16196.073242532593,0
-15197.953939760397,1
-14368.744251823515,0
-16280.406635373585,1
-14695.02054717156,1
-17461.35521816545,0
-17083.314664405625,0
-15185.910554616423,1
-16534.08426285926,0
-15605.986644434517,0
-15990.15434198385,0
-15082.743446102339,0
-15310.114834179632,0
-16860.54114848639,0
-14557.306665827606,0
-14381.908056289463,1
-15457.505021327494,0
-15355.777345930139,0
-16512.22717694941,1
-15202.953507517901,0
-16198.563899312014,0
-16745.456394750152,0
-15923.11767800217,0
-16458.669799974054,0
-16233.84879110757,0
-17051.09175081012,0
-16999.026291723105,1
-15883.759006519618,1
-15989.077960960156,1
-15994.107398445116,1
-17563.48524750019,1
-16763.042110936432,1
-16593.022711608817,1
-19196.010071126184,1
-16744.13665336925,1
-16584.970278639103,1
-15274.480890617582,1
-16248.404880137448,1
-15786.633054422553,1
-15150.769360835964,1
-18039.73089693277,1
-16407.443695907423,1
-15599.784892723783,1
-15392.178868012874,1
-15439.03900794642,1
-15428.061612229998,1
-15463.01347383095,1
-14691.62642412019,1
-14993.996088624333,1
-15182.077766306476,1
-15986.831832065644,1
-16493.042462861988,1
-16421.26709847224,1
-14265.60527778238,1
-17380.52189667169,1
-17380.52189667169,1
-16483.521120360492,1
-17709.97171341795,1
-17240.61783683534,1
-16628.95865637542,1
-15730.190411008412,1
-15552.82964710292,1
-15734.530965908332,1
-15709.78655886538,1
-15107.532624660684,1
-15106.13358806604,1
-17093.757244748198,1
-15331.568572625603,1
-15746.597838404234,1
-15823.675350422756,1
-15630.529924340235,1
-16188.071484319216,1
-15121.442506384996,1
-17026.30324099533,1
-15804.512848645229,1
-15806.692690836539,1
-15781.848754587436,1
-14438.864782879233,1
-16391.804261642203,1
-16005.336725945019,1
-15360.897956541245,1
-15399.273502982487,1
-15442.697262363039,1
-15199.422349962657,1
-16083.633827751588,1
-16083.633827751588,1
-13722.373560839958,1
-16152.795750078947,1
-15891.798017607181,1
-17477.08869933892,1
-15583.099014579602,1
-15568.028899972403,1
-15351.13107386843,1
-16624.59773074969,1
-16111.818249696464,1
-16186.024009092873,1
-14692.543243857857,1
-15739.22837649915,1
-15739.22837649915,1
-15786.371479329851,1
-15786.371479329851,1
-15355.760497581387,1
-15348.30060583134,1
-15442.403643571937,1
-15635.93619510885,1
-16599.97806242497,1
-15175.647430813484,1
-16385.60419744645,1
-15453.156971929506,1
-15744.133799847303,1
-14814.024219735016,1
-15828.365555573972,1
-15845.74064605802,1
-15845.74064605802,1
-13850.156058271055,1
-14851.130277087032,1
-15547.805943197805,1
-16300.77234032619,1
-14880.487395388303,1
-15881.572535456899,1
-14105.32384835378,1
-13913.555206241648,1
-14851.741753145267,1
-14851.741753145267,1
-16919.149027078576,1
-18343.585614468888,1
-15901.458894399198,1
-16252.880921878452,1
-16088.327338383624,1
-15975.553846817082,1
-15147.725133729178,1
-15147.725133729178,1
-15334.462556213324,1
-15334.462556213324,1
-15274.500980362562,1
-15571.36415932671,1
-14845.694253158712,1
-15676.705391215904,1
-17565.884024723473,0
-17862.470264976484,0
-18089.332567193364,0
-16854.258869930847,1
-14995.926768871594,0
-14091.310999021192,0
-18434.684448861186,0
-17860.89754518281,0
-16829.309350603828,0
-17249.699603001034,0
-14848.356250804174,0
-17543.1406845173,0
-15122.060794046929,0
-19215.77603340961,0
-18487.992520564287,0
-17331.505100010578,0
-17543.24365408529,1
-16840.54510598229,0
-16969.602807044328,0
-15105.749119620736,0
-16794.67485644777,0
-15229.438438615422,0
-14525.007893211716,0
-17881.755338316263,0
-15488.043237897808,0
-15211.11262133751,0
-15100.935758826732,1
-15928.413432437585,0
-15733.02554421713,0
-15628.211008430011,1
-14432.16253500185,0
-16028.010574822743,0
-16048.43080591388,0
-15843.416338065657,0
-16696.65701531998,0
-16043.03035496288,0
-18476.046979425988,0
-15753.528293675903,1
-14969.726688170576,1
-17807.138887619527,0
-15641.690343115722,0
-15571.510313974977,0
-14554.449373732405,0
-16104.791151205452,1
-16627.574236140186,0
-14964.068931707501,0
-13888.63909121981,0
-15134.970269724714,0
-15355.589121838993,0
-17027.206872772593,1
-14385.043708221556,0
-14830.249117556892,0
-16017.287701785946,1
-15481.861676107332,0
-16127.407678029484,0
-16175.635847677246,0
-16095.802244330955,0
-15291.953001247075,0
-16314.899718496392,0
-15332.980338293819,0
-16898.312806753922,1
-16118.109485115885,0
-15888.435526816915,1
-15132.41102677176,0
-16189.593047222452,0
-15321.9339034207,1
-13977.270895008756,0
-16923.18406017553,0
-16111.007392269643,1
-15688.924270202651,1
-14436.634932788993,0
-14677.963961275222,0
-15890.414607531919,0
-16822.40772936695,0
-16980.198001985504,0
-15447.368525827336,0
-15336.34545808372,1
-14575.977732241876,0
-17037.59702790833,1
-14369.211439295137,0
-14417.082943331096,0
-15192.571445970221,0
-14628.858750300342,0
-14817.167654838628,0
-16409.581264682063,0
-15756.15284375522,0
-15588.60919625421,0
-14162.608657914743,0
-15436.425821471674,0
-16489.964628773247,1
-16861.791200378655,0
-14829.724136285131,0
-15542.90851205197,0
-15746.65376121263,0
-16355.034014192044,0
-15164.552685910367,0
-15127.219883748989,0
-14403.659110256827,0
-15133.314313878029,0
-15736.93611279781,0
-14776.672442708907,0
-15813.839562526822,0
-13876.562683775948,1
-17333.14542630263,0
-16488.61229525446,0
-15902.294003521809,0
-17251.72148605251,0
-14437.377353879303,0
-14622.638766301285,0
-15114.395278399561,0
-15174.031233759199,0
-15726.34072458103,0
-14149.898144568542,0
-14338.302369498311,0
-14990.696994381771,0
-16723.365906438834,1
-14995.926768871594,0
-17417.86764237216,0
-18181.4353770535,0
-16018.999529417588,1
-17151.916077253427,0
-15122.060794046929,1
-19215.77603340961,0
-16594.278722667044,0
-15447.199142501706,0
-16005.728846545286,0
-17331.505100010578,0
-17508.210757817786,0
-17513.457885009953,0
-15105.749119620736,0
-15796.367853277787,0
-14781.227901419072,0
-15197.95068305027,0
-14547.625183007522,0
-18883.814541477743,0
-17180.121813951817,0
-15628.211008430011,1
-16571.251944160667,0
-17877.03931936944,0
-14850.950098018917,0
-16501.24999869233,0
-14990.771042405306,0
-14579.467273241486,0
-14952.237165332574,0
-14334.023498090519,0
-17807.138887619527,0
-16968.14157551217,0
-15641.690343115722,0
-17125.45036702855,0
-16186.003503865353,0
-15479.550473053821,0
-14385.043708221556,0
-16167.459366192614,0
-16127.407678029484,0
-15456.792678511016,0
-15447.169495046777,0
-16382.4409050805,0
-15212.147585412733,0
-13969.220272690698,0
-15772.480429458144,0
-15981.54062493652,0
-15213.1593463734,0
-14465.407311735578,1
-14478.204214461564,0
-17543.04836257255,0
-15688.924270202651,1
-15624.603493909655,0
-13404.48638738386,0
-15591.789227138512,0
-15890.414607531919,0
-15283.00046782909,0
-15043.835674492702,1
-15468.591270971365,0
-18679.852212112706,0
-14369.211439295137,0
-15192.571445970221,0
-16748.74380710237,0
-14162.608657914743,0
-16052.686017381078,0
-14656.622138180892,0
-13571.434125436079,0
-16160.478055519085,0
-13580.256847990902,0
-14562.714322246497,0
-15542.90851205197,0
-15857.498217890221,0
-15746.65376121263,0
-16736.412193429456,0
-15895.790278448027,0
-14910.11303328786,0
-15478.881258901585,0
-14842.164341922738,0
-13876.562683775948,1
-14997.219954410291,0
-16655.751995628503,0
-17333.14542630263,0
-18709.975587885856,0
-15902.294003521809,0
-14437.377353879303,0
-14899.439051878247,0
-17825.505061083568,0
-15491.356987377718,0
-14762.518418237598,0
-15726.34072458103,0
-16067.10341369204,0
-15639.28172860726,1
-14338.302369498311,0
-20578.916554376414,0
-15793.678511985336,0
-18302.10578706477,0
-15676.705391215904,1
-18401.639205215826,0
-17751.01753906062,0
-17565.884024723473,0
-17862.470264976484,0
-16854.258869930847,1
-17430.124299967956,0
-18774.095104464763,0
-15265.49698010594,0
-17249.699603001034,1
-17112.76019255528,0
-19215.77603340961,0
-16407.101432559095,0
-15447.199142501706,0
-17225.743473273375,0
-17516.400153055023,0
-17513.457885009953,0
-16932.409346336604,1
-16969.602807044328,1
-15105.749119620736,0
-15524.6423071379,0
-17881.755338316263,0
-15552.014990867068,0
-15264.749917841436,1
-15197.95068305027,0
-15928.413432437585,0
-15130.694971198785,0
-17180.121813951817,0
-14432.16253500185,0
-16463.968815138043,0
-17144.944043295745,0
-16448.956121674033,0
-16028.010574822743,0
-15843.416338065657,0
-16696.65701531998,0
-16043.03035496288,0
-15032.351300331215,0
-15371.909450035666,0
-13992.988064200183,0
-16501.24999869233,0
-14952.237165332574,0
-14813.57484662914,0
-15641.690343115722,0
-15492.015377676847,0
-17125.45036702855,0
-16186.003503865353,0
-14964.068931707501,0
-15134.970269724714,0
-17027.206872772593,1
-14830.249117556892,0
-15481.861676107332,0
-16167.459366192614,0
-16175.635847677246,0
-14515.954153296898,0
-15080.277881631828,0
-14193.036405470582,0
-15447.169495046777,0
-16382.4409050805,0
-17907.722729791396,1
-16898.312806753922,1
-14046.530365240154,0
-15967.180671810911,0
-15772.480429458144,0
-16281.72338556775,0
-15981.54062493652,1
-15213.1593463734,0
-15321.9339034207,0
-15268.26066257245,0
-14465.407311735578,1
-14192.087951281503,0
-13977.270895008756,0
-15470.955195410215,0
-14478.204214461564,0
-15688.924270202651,1
-17676.931769014293,0
-14371.795687855061,0
-13404.48638738386,1
-12938.46116019315,0
-14677.227950986551,0
-15890.414607531919,0
-16676.250093287676,0
-14372.627515338276,0
-15043.835674492702,1
-13187.088061115872,0
-15468.591270971365,0
-18679.852212112706,0
-17037.59702790833,1
-16228.89762082629,0
-16662.623199797108,0
-14417.082943331096,0
-14692.3121185716,0
-16052.686017381078,0
-15783.124831552708,1
-16445.537491174662,1
-14202.891573303312,1
-16160.478055519085,0
-14008.464402550511,0
-15197.723840852921,0
-13580.256847990902,0
-15857.498217890221,0
-15551.128758592535,1
-14403.659110256827,1
-15133.314313878029,0
-14842.164341922738,0
-14950.032787271453,0
-15813.839562526822,0
-13876.562683775948,1
-14997.219954410291,1
-14892.97208103274,0
-17251.72148605251,0
-15174.031233759199,0
-16226.236607661407,0
-15491.356987377718,0
-14762.518418237598,0
-16089.789958137084,0
-17854.35050033638,1
-14944.753002617645,0
-16184.890955774947,1
-15987.724428507385,0
-17565.884024723473,0
-17302.30410195708,0
-16070.504933877388,1
-18181.4353770535,0
-18774.095104464763,0
-16743.50846862885,0
-15324.046363671647,0
-16496.227696317765,0
-17331.505100010578,0
-17922.267872613826,1
-16615.49991575066,0
-17513.457885009953,0
-16932.409346336604,1
-17088.782884726123,0
-16005.455148786667,0
-14931.685529511613,0
-14344.6763610294,0
-15200.517680452056,0
-17881.755338316263,0
-16139.283790764235,0
-15733.02554421713,0
-16031.435386979963,1
-14988.057051752685,0
-15284.245772348095,0
-17395.99751881535,0
-16048.43080591388,0
-15796.437986295443,0
-15975.879553316763,0
-14791.380480729138,0
-14242.14423895395,0
-14423.95325852934,0
-15065.922725829529,0
-15986.475008800278,0
-15406.615043716296,0
-17182.912123040733,1
-16022.401305835425,0
-17125.45036702855,0
-15479.550473053821,0
-15316.700814672036,0
-14766.087944093708,0
-16771.88440965119,0
-16017.287701785946,0
-15460.649342350547,0
-17612.968148593318,0
-14512.94978062942,1
-17886.67331032967,1
-16984.579221511693,0
-16577.147695262676,0
-15368.779931116133,0
-16031.422955855856,1
-15336.931178507879,0
-15580.04938262334,0
-16100.055463368568,0
-14048.755245999537,0
-14923.540630703415,0
-16016.011051393536,0
-15268.26066257245,0
-15132.00275356345,0
-16360.049345950723,1
-16493.739616757368,1
-16923.18406017553,0
-16514.377662913506,0
-15911.694795793122,0
-14697.121584122298,1
-15281.988694789876,0
-15185.907120041622,0
-14242.260657103652,0
-14684.708491085901,0
-14888.442984935506,1
-16279.003677194165,0
-15781.088080041249,0
-16403.900057340168,0
-15668.296133691532,0
-16957.695368887944,0
-15263.534007085285,0
-17999.929359809164,0
-15425.622393309552,0
-13941.946609062748,0
-16253.417541031957,0
-15327.865522352391,0
-14648.470527290963,1
-15240.526299706666,0
-14779.992895183346,0
-16228.89762082629,0
-14369.211439295137,0
-14417.082943331096,0
-15423.769723397412,0
-14210.690419153652,0
-16063.647200173114,0
-16978.419052624282,1
-15610.831567446738,0
-15169.419126299721,0
-15413.673567912456,0
-15744.63324770527,0
-17248.783940154557,0
-16861.791200378655,0
-16354.695153865516,0
-14885.72466811172,1
-16749.952830064376,0
-15140.011119375442,0
-14562.714322246497,0
-16987.41972939656,0
-14048.245267172173,1
-16290.631114395865,0
-15740.2342733798,0
-15895.790278448027,0
-15127.219883748989,0
-15248.334109949968,0
-16473.997825340266,1
-15111.27352274002,0
-16257.146690064721,0
-15151.046632753452,0
-14997.219954410291,0
-14872.151654531868,1
-17333.14542630263,0
-16488.61229525446,0
-15656.09865225948,0
-14892.97208103274,0
-15883.1806161395,0
-14515.866475230037,0
-17825.505061083568,0
-14793.826933866636,0
-15726.34072458103,0
-15812.105481262202,1
-16619.000718676016,0
-15819.456104005212,1
-17302.30410195708,0
-16767.55698778196,1
-16661.557173428188,0
-14995.926768871594,0
-16216.820525465171,1
-18181.4353770535,0
-16135.414529184465,0
-15324.046363671647,0
-15458.299199377743,0
-16237.026477674992,1
-17206.280089011037,1
-15804.797248002042,1
-16959.92932388968,0
-15122.060794046929,1
-17693.232749450737,0
-15447.199142501706,0
-17513.457885009953,0
-16932.409346336604,1
-17088.782884726123,0
-14931.685529511613,0
-16107.46992040345,1
-16103.537508247955,0
-16970.665610128824,0
-14985.066026238035,0
-14988.057051752685,0
-15965.415458026682,0
-14606.816447534402,0
-14276.890287602613,0
-18476.046979425988,0
-15975.879553316763,0
-14679.195335981272,0
-14423.95325852934,0
-14073.239060044636,1
-14633.705567255804,0
-16082.952827839386,0
-14976.091531871516,1
-15316.700814672036,0
-15177.3481703808,1
-16771.88440965119,0
-16709.6362990239,0
-16017.287701785946,1
-15460.649342350547,0
-14931.655568536838,1
-14039.2282924069,1
-15186.543734905079,0
-13981.062731446042,0
-17886.67331032967,0
-15787.489877544864,1
-16100.055463368568,0
-14048.755245999537,0
-15628.50247175696,0
-15178.577413212326,0
-16090.690233795498,0
-15213.1593463734,0
-15268.26066257245,0
-15132.00275356345,0
-15702.375333424003,0
-14635.564036324886,0
-15570.747102209378,0
-16493.739616757368,0
-15911.694795793122,0
-15615.934874183955,1
-15532.210891760174,0
-13496.54400884021,1
-14684.708491085901,0
-15543.903287754578,1
-14888.442984935506,0
-16501.707424752567,0
-14372.627515338276,0
-15181.472325082299,1
-15842.812545850415,1
-15263.534007085285,0
-15642.922415865307,1
-14779.992895183346,0
-16228.89762082629,0
-16662.623199797108,0
-14369.211439295137,0
-14859.451117988374,1
-14461.831603194394,1
-14162.608657914743,0
-16354.695153865516,0
-16443.537971103695,0
-16419.712044913947,0
-15361.72896224175,0
-15725.397694082016,0
-14921.083258527802,0
-14100.213218712272,0
-16987.41972939656,0
-14048.245267172173,0
-15542.90851205197,0
-16290.631114395865,0
-15857.498217890221,0
-15773.743323657658,1
-16355.034014192044,0
-15215.335688657437,0
-15151.046632753452,0
-14997.219954410291,1
-14571.418584675963,0
-15464.616663251418,0
-15836.927455990291,0
-14515.866475230037,0
-16086.0428002431,0
-15165.5885793671,1
-15600.053174881332,0
-15812.105481262202,1
-16619.000718676016,0
-16184.890955774947,0
-15987.724428507385,1
-17565.884024723473,0
-16767.55698778196,0
-16723.365906438834,1
-17173.36030954749,1
-15735.268043752896,1
-16135.414529184465,0
-16496.227696317765,0
-15458.299199377743,0
-16294.06833283655,0
-19215.77603340961,0
-17693.232749450737,0
-17240.170690551076,0
-17338.107660398706,0
-17513.457885009953,0
-16932.409346336604,1
-15594.787328458624,0
-17088.782884726123,0
-16718.80486523898,0
-14344.6763610294,0
-15200.517680452056,0
-16103.537508247955,0
-16970.665610128824,0
-15293.607836195342,0
-15733.02554421713,0
-17180.121813951817,0
-15754.493349796045,1
-14606.816447534402,0
-14855.920578639161,0
-17638.344295591767,0
-13517.59716346027,0
-15337.187152134893,0
-14276.890287602613,0
-15750.720354344814,0
-15332.041944600065,1
-16777.315162230178,1
-18476.046979425988,0
-17651.57829579487,1
-14612.267284766916,0
-14395.818918086909,1
-16308.049214723249,0
-15583.44463453056,0
-15727.06437213444,0
-14307.971809564735,1
-14165.708014703228,1
-14338.550086630921,0
-16426.474687576032,0
-16082.952827839386,0
-17395.520432742407,0
-15324.779140974944,0
-15106.323396121552,1
-15443.739814539218,0
-16017.287701785946,0
-16127.407678029484,0
-16412.896317423,1
-15460.649342350547,0
-15080.277881631828,0
-15291.953001247075,0
-15595.216711624053,0
-14419.455974634458,0
-16715.44924615051,0
-15368.779931116133,0
-16031.422955855856,1
-15707.112429270277,0
-14804.246352302778,1
-14048.755245999537,0
-14236.997714133788,0
-15178.577413212326,0
-15213.1593463734,1
-15132.00275356345,0
-15702.375333424003,0
-14635.564036324886,0
-15911.694795793122,0
-15688.924270202651,1
-14789.927507924534,1
-15281.988694789876,0
-14389.447927472816,0
-15835.914819036121,1
-16501.707424752567,0
-15376.473860183138,0
-16403.900057340168,0
-16228.89762082629,0
-16662.623199797108,0
-14369.211439295137,0
-15423.769723397412,0
-14210.690419153652,0
-16063.647200173114,0
-14445.769352684229,0
-15103.97512698713,0
-14162.608657914743,0
-15744.63324770527,0
-16257.81756791247,0
-16477.328489843007,0
-14202.891573303312,1
-15787.273923192362,0
-13799.470151257996,0
-13846.113035066433,1
-15857.498217890221,0
-15215.335688657437,0
-15983.12485620806,0
-16300.639758010162,0
-15248.334109949968,0
-15133.314313878029,1
-15803.829415974595,0
-15151.046632753452,0
-15836.927455990291,0
-17421.599491562054,1
-15883.1806161395,0
-14437.377353879303,0
-17825.505061083568,0
-16089.789958137084,0
-15354.671532230022,0
-14990.696994381771,0
-15812.105481262202,1
-16707.034044297885,1
-17671.249184985794,1
-17539.22748377242,1
-15985.65941089385,1
-15975.122977313491,1
-15975.122977313491,1
-17829.222397813064,1
-15217.56773860133,1
-15036.659708280302,1
-16883.459176041324,1
-15104.378345180101,1
-15361.298500515648,1
-15333.99002410726,1
-14948.301762868994,1
-14948.301762868994,1
-16285.443039505535,1
-15896.0373155645,1
-15146.032807613161,1
-16610.8571297465,1
-15271.332549967608,1
-16437.74786496395,1
-16247.81020717043,1
-16796.294649103664,1
-14782.89629699553,1
-14156.884647160623,1
-17050.969215466503,1
-15348.964281868746,1
-15437.470664898048,1
-15550.179271096426,1
-13743.613578674043,1
-15279.732016243785,1
-15754.803436229748,1
-15438.078712614755,1
-14436.186768245725,1
-15419.109277846335,1
-16515.08957197246,1
-16133.483777883093,1
-14925.04291263128,1
-14851.24445237312,1
-14849.284197363144,1
-14895.805736485489,1
-14771.984722159634,1
-14771.984722159634,1
-14796.843613969553,1
-17194.179852018213,1
-14123.323151199618,1
-15748.12909066074,1
-15641.182312188117,1
-15682.443789959914,1
-14382.499388790962,1
-17553.941494700262,1
-15000.755825390586,1
-15124.987044555295,1
-16931.873824312497,1
-15926.011663987858,1
-13813.93111723972,1
-13763.794097789663,1
-15302.422527030014,1
-16312.933517082354,1
-14517.481557404762,1
-14822.518233178935,1
-14923.762518598165,1
-14945.996334430436,1
-15119.682689120325,1
-16687.584209171335,1
-14682.218993144463,1
-16060.384909811019,1
-16031.085033900932,1
-16031.085033900932,1
-15502.440279217997,1
-14482.155020459564,1
-14482.155020459564,1
-15109.864015930998,1
-15528.306290291783,1
-15528.306290291783,1
-13890.700864948676,1
-18627.036363248888,1
-16286.535609326276,1
-16286.535609326276,1
-16286.535609326276,1
-16719.39212940321,1
-16444.13667766051,1
-16444.13667766051,1
-16453.563002988914,1
-16453.563002988914,1
-17456.68221426024,1
-17456.68221426024,1
-15896.641754855507,1
-16390.71047761214,1
-15526.028850622983,1
-16380.525616271607,1
-15190.803227191653,1
-16764.00393092046,1
-14943.68386179015,1
-16746.844479907235,1
-16635.85590054123,1
-14451.79315662894,1
-14451.79315662894,1
